"","vote16","reltrad","age"
"2050","Donald Trump","Evangelical",41
"2051","Donald Trump","Evangelical",58
"2052","Hillary Clinton","Evangelical",58
"2053","Donald Trump","Evangelical",54
"2054","Donald Trump","Evangelical",64
"2055","Donald Trump","Evangelical",55
"2056","Donald Trump","Evangelical",60
"2057","Donald Trump","Evangelical",71
"2058","Hillary Clinton","Evangelical",49
"2059",NA,"Evangelical",65
"2060","Donald Trump","Evangelical",78
"2061","Donald Trump","Evangelical",76
"2062","Donald Trump","Evangelical",50
"2063","Donald Trump","Evangelical",39
"2064","Donald Trump","Evangelical",79
"2065","Other","Evangelical",61
"2066","Donald Trump","Evangelical",74
"2067","Hillary Clinton","Evangelical",54
"2068","Hillary Clinton","Evangelical",64
"2069","Donald Trump","Evangelical",36
"2070",NA,"Evangelical",37
"2071","Donald Trump","Evangelical",79
"2072","Gary Johnson","Evangelical",55
"2073","Donald Trump","Evangelical",70
"2074","Donald Trump","Evangelical",71
"2075","Donald Trump","Evangelical",71
"2076","Hillary Clinton","Evangelical",25
"2077","Hillary Clinton","Evangelical",44
"2078","Donald Trump","Evangelical",55
"2079","Donald Trump","Evangelical",40
"2080","Donald Trump","Evangelical",68
"2081","Donald Trump","Evangelical",70
"2082","Hillary Clinton","Evangelical",66
"2083","Donald Trump","Evangelical",46
"2084","Donald Trump","Evangelical",56
"2085","Hillary Clinton","Evangelical",48
"2086","Hillary Clinton","Evangelical",55
"2087","Donald Trump","Evangelical",48
"2088","Donald Trump","Evangelical",41
"2089","Donald Trump","Evangelical",44
"2090","Hillary Clinton","Evangelical",56
"2091","Gary Johnson","Evangelical",34
"2092","Hillary Clinton","Evangelical",72
"2093","Hillary Clinton","Evangelical",59
"2094","Hillary Clinton","Evangelical",76
"2095","Hillary Clinton","Evangelical",68
"2096","Donald Trump","Evangelical",71
"2097",NA,"Evangelical",47
"2098","Donald Trump","Evangelical",63
"2099","Donald Trump","Evangelical",31
"2100","Donald Trump","Evangelical",32
"2101","Donald Trump","Evangelical",68
"2102","Hillary Clinton","Evangelical",90
"2103","Hillary Clinton","Evangelical",62
"2104","Donald Trump","Evangelical",46
"2105","Gary Johnson","Evangelical",26
"2106","Donald Trump","Evangelical",63
"2107",NA,"Evangelical",57
"2108","Donald Trump","Evangelical",59
"2109",NA,"Evangelical",62
"2110","Donald Trump","Evangelical",62
"2111","Donald Trump","Evangelical",64
"2112","Hillary Clinton","Evangelical",67
"2113","Hillary Clinton","Evangelical",42
"2114","Hillary Clinton","Evangelical",53
"2115","Donald Trump","Evangelical",63
"2116","Hillary Clinton","Evangelical",68
"2117","Donald Trump","Evangelical",57
"2118","Other","Evangelical",49
"2119","Donald Trump","Evangelical",57
"2120","Donald Trump","Evangelical",61
"2121","Donald Trump","Evangelical",57
"2122","Donald Trump","Evangelical",53
"2123","Hillary Clinton","Evangelical",63
"2124","Donald Trump","Evangelical",33
"2125","Donald Trump","Evangelical",70
"2126","Donald Trump","Evangelical",69
"2127","Hillary Clinton","Evangelical",44
"2128","Hillary Clinton","Evangelical",32
"2129","Donald Trump","Evangelical",59
"2130","Hillary Clinton","Evangelical",60
"2131","Hillary Clinton","Evangelical",61
"2132","Hillary Clinton","Evangelical",60
"2133","Donald Trump","Evangelical",43
"2134","Donald Trump","Evangelical",43
"2135","Donald Trump","Evangelical",45
"2136","Hillary Clinton","Evangelical",61
"2137","Donald Trump","Evangelical",52
"2138","Donald Trump","Evangelical",58
"2139","Hillary Clinton","Evangelical",68
"2140","Donald Trump","Evangelical",77
"2141","Other","Evangelical",57
"2142","Donald Trump","Evangelical",63
"2143","Donald Trump","Evangelical",62
"2144","Donald Trump","Evangelical",53
"2145",NA,"Evangelical",33
"2146","Hillary Clinton","Evangelical",51
"2147","Donald Trump","Evangelical",59
"2148",NA,"Evangelical",53
"2149","Hillary Clinton","Evangelical",62
"2150","Hillary Clinton","Evangelical",65
"2151","Donald Trump","Evangelical",38
"2152","Hillary Clinton","Evangelical",61
"2153","Hillary Clinton","Evangelical",61
"2154","Hillary Clinton","Evangelical",61
"2155","Gary Johnson","Evangelical",66
"2156","Hillary Clinton","Evangelical",68
"2157","Other","Evangelical",64
"2158","Donald Trump","Evangelical",44
"2159","Donald Trump","Evangelical",78
"2160","Hillary Clinton","Evangelical",67
"2161","Donald Trump","Evangelical",64
"2162","Donald Trump","Evangelical",32
"2163","Hillary Clinton","Evangelical",76
"2164","Hillary Clinton","Evangelical",37
"2165","Hillary Clinton","Evangelical",49
"2166","Hillary Clinton","Evangelical",40
"2167",NA,"Evangelical",36
"2168","Other","Evangelical",35
"2169","Donald Trump","Evangelical",36
"2170","Hillary Clinton","Evangelical",51
"2171","Donald Trump","Evangelical",58
"2172","Hillary Clinton","Evangelical",57
"2173","Donald Trump","Evangelical",51
"2174","Donald Trump","Evangelical",57
"2175","Donald Trump","Evangelical",68
"2176","Donald Trump","Evangelical",66
"2177","Donald Trump","Evangelical",58
"2178","Hillary Clinton","Evangelical",30
"2179","Other","Evangelical",40
"2180","Hillary Clinton","Evangelical",56
"2181","Donald Trump","Evangelical",81
"2182","Donald Trump","Evangelical",82
"2183","Hillary Clinton","Evangelical",53
"2184","Donald Trump","Evangelical",51
"2185","Donald Trump","Evangelical",64
"2186","Donald Trump","Evangelical",61
"2187","Donald Trump","Evangelical",57
"2188","Donald Trump","Evangelical",56
"2189","Hillary Clinton","Evangelical",69
"2190","Donald Trump","Evangelical",69
"2191","Donald Trump","Evangelical",66
"2192","Gary Johnson","Evangelical",59
"2193","Donald Trump","Evangelical",73
"2194","Hillary Clinton","Evangelical",63
"2195",NA,"Evangelical",65
"2196","Donald Trump","Evangelical",55
"2197","Donald Trump","Evangelical",54
"2198",NA,"Evangelical",36
"2199","Donald Trump","Evangelical",67
"2200","Donald Trump","Evangelical",68
"2201","Donald Trump","Evangelical",67
"2202","Donald Trump","Evangelical",66
"2203","Donald Trump","Evangelical",80
"2204","Donald Trump","Evangelical",62
"2205","Hillary Clinton","Evangelical",62
"2206","Donald Trump","Evangelical",73
"2207","Donald Trump","Evangelical",30
"2208","Donald Trump","Evangelical",73
"2209",NA,"Evangelical",47
"2210","Hillary Clinton","Evangelical",55
"2211","Gary Johnson","Evangelical",54
"2212","Donald Trump","Evangelical",56
"2213","Hillary Clinton","Evangelical",55
"2214","Hillary Clinton","Evangelical",66
"2215","Donald Trump","Evangelical",73
"2216","Donald Trump","Evangelical",72
"2217","Donald Trump","Evangelical",62
"2218",NA,"Evangelical",63
"2219","Hillary Clinton","Evangelical",66
"2220","Hillary Clinton","Evangelical",72
"2221",NA,"Evangelical",36
"2222","Donald Trump","Evangelical",38
"2223","Donald Trump","Evangelical",71
"2224","Hillary Clinton","Evangelical",58
"2225","Donald Trump","Evangelical",57
"2226","Donald Trump","Evangelical",56
"2227","Donald Trump","Evangelical",58
"2228","Hillary Clinton","Evangelical",59
"2229","Donald Trump","Evangelical",60
"2230","Donald Trump","Evangelical",46
"2231","Donald Trump","Evangelical",64
"2232","Hillary Clinton","Evangelical",45
"2233",NA,"Evangelical",31
"2234","Hillary Clinton","Evangelical",63
"2235",NA,"Evangelical",62
"2236","Donald Trump","Evangelical",44
"2237","Donald Trump","Evangelical",79
"2238",NA,"Evangelical",39
"2239","Hillary Clinton","Evangelical",69
"2240","Gary Johnson","Evangelical",41
"2241","Hillary Clinton","Evangelical",73
"2242","Donald Trump","Evangelical",67
"2243","Hillary Clinton","Evangelical",55
"2244","Donald Trump","Evangelical",61
"2245",NA,"Evangelical",74
"2246","Donald Trump","Evangelical",68
"2247","Donald Trump","Evangelical",83
"2248","Hillary Clinton","Evangelical",62
"2249","Donald Trump","Evangelical",43
"2250","Donald Trump","Evangelical",78
"2251","Donald Trump","Evangelical",58
"2252","Donald Trump","Evangelical",62
"2253","Hillary Clinton","Evangelical",62
"2254","Donald Trump","Evangelical",70
"2255",NA,"Evangelical",77
"2256","Donald Trump","Evangelical",75
"2257","Donald Trump","Evangelical",72
"2258","Donald Trump","Evangelical",60
"2259","Hillary Clinton","Evangelical",64
"2260","Gary Johnson","Evangelical",61
"2261","Donald Trump","Evangelical",53
"2262","Hillary Clinton","Evangelical",54
"2263","Hillary Clinton","Evangelical",58
"2264","Hillary Clinton","Evangelical",55
"2265","Donald Trump","Evangelical",46
"2266","Gary Johnson","Evangelical",46
"2267","Hillary Clinton","Evangelical",30
"2268","Donald Trump","Evangelical",83
"2269","Hillary Clinton","Evangelical",40
"2270","Donald Trump","Evangelical",70
"2271","Hillary Clinton","Evangelical",52
"2272","Gary Johnson","Evangelical",25
"2273","Donald Trump","Evangelical",58
"2274","Donald Trump","Evangelical",66
"2275","Donald Trump","Evangelical",82
"2276","Donald Trump","Evangelical",72
"2277","Hillary Clinton","Evangelical",74
"2278","Hillary Clinton","Evangelical",78
"2279","Donald Trump","Evangelical",67
"2280","Donald Trump","Evangelical",60
"2281","Hillary Clinton","Evangelical",67
"2282","Donald Trump","Evangelical",70
"2283","Donald Trump","Evangelical",53
"2284","Donald Trump","Evangelical",51
"2285","Donald Trump","Evangelical",51
"2286","Hillary Clinton","Evangelical",33
"2287","Donald Trump","Evangelical",59
"2288","Hillary Clinton","Evangelical",63
"2289","Hillary Clinton","Evangelical",45
"2290","Donald Trump","Evangelical",37
"2291","Donald Trump","Evangelical",36
"2292","Donald Trump","Evangelical",66
"2293","Donald Trump","Evangelical",71
"2294","Donald Trump","Evangelical",66
"2295","Donald Trump","Evangelical",28
"2296","Hillary Clinton","Evangelical",66
"2297",NA,"Evangelical",51
"2298","Donald Trump","Evangelical",57
"2299","Donald Trump","Evangelical",63
"2300","Hillary Clinton","Evangelical",60
"2301","Donald Trump","Evangelical",55
"2302","Donald Trump","Evangelical",59
"2303","Donald Trump","Evangelical",78
"2304","Donald Trump","Evangelical",70
"2305","Gary Johnson","Evangelical",56
"2306","Hillary Clinton","Evangelical",62
"2307","Other","Evangelical",65
"2308","Hillary Clinton","Evangelical",67
"2309","Donald Trump","Evangelical",66
"2310","Donald Trump","Evangelical",71
"2311","Hillary Clinton","Evangelical",51
"2312","Hillary Clinton","Evangelical",44
"2313","Donald Trump","Evangelical",52
"2314","Donald Trump","Evangelical",55
"2315","Donald Trump","Evangelical",60
"2316","Donald Trump","Evangelical",64
"2317",NA,"Evangelical",27
"2318","Hillary Clinton","Evangelical",61
"2319",NA,"Evangelical",28
"2320","Hillary Clinton","Evangelical",56
"2321","Donald Trump","Evangelical",53
"2322",NA,"Evangelical",34
"2323","Donald Trump","Evangelical",40
"2324","Donald Trump","Evangelical",76
"2325","Donald Trump","Evangelical",69
"2326","Donald Trump","Evangelical",53
"2327","Donald Trump","Evangelical",58
"2328","Jill Stein","Evangelical",47
"2329","Donald Trump","Evangelical",47
"2330","Donald Trump","Evangelical",54
"2331","Donald Trump","Evangelical",70
"2332","Donald Trump","Evangelical",58
"2333","Hillary Clinton","Evangelical",76
"2334","Donald Trump","Evangelical",89
"2335","Hillary Clinton","Evangelical",53
"2336",NA,"Evangelical",52
"2337","Hillary Clinton","Evangelical",54
"2338","Donald Trump","Evangelical",59
"2339","Donald Trump","Evangelical",51
"2340","Hillary Clinton","Evangelical",45
"2341","Donald Trump","Evangelical",64
"2342","Hillary Clinton","Evangelical",59
"2343","Donald Trump","Evangelical",46
"2344",NA,"Evangelical",19
"2345","Donald Trump","Evangelical",82
"2346",NA,"Evangelical",33
"2347",NA,"Evangelical",28
"2348","Donald Trump","Evangelical",53
"2349","Hillary Clinton","Evangelical",44
"2350",NA,"Evangelical",43
"2351","Donald Trump","Evangelical",34
"2352",NA,"Evangelical",38
"2353","Donald Trump","Evangelical",60
"2354","Donald Trump","Evangelical",50
"2355","Hillary Clinton","Evangelical",63
"2356","Donald Trump","Evangelical",70
"2357","Gary Johnson","Evangelical",41
"2358","Hillary Clinton","Evangelical",29
"2359","Donald Trump","Evangelical",70
"2360",NA,"Evangelical",78
"2361","Hillary Clinton","Evangelical",69
"2362","Donald Trump","Evangelical",56
"2363","Donald Trump","Evangelical",47
"2364","Donald Trump","Evangelical",50
"2365",NA,"Evangelical",54
"2366","Donald Trump","Evangelical",57
"2367","Hillary Clinton","Evangelical",73
"2368","Hillary Clinton","Evangelical",40
"2369","Donald Trump","Evangelical",70
"2370","Donald Trump","Evangelical",60
"2371","Donald Trump","Evangelical",49
"2372",NA,"Evangelical",58
"2373",NA,"Evangelical",28
"2374","Hillary Clinton","Evangelical",29
"2375","Donald Trump","Evangelical",56
"2376","Donald Trump","Evangelical",48
"2377","Donald Trump","Evangelical",44
"2378","Donald Trump","Evangelical",45
"2379","Donald Trump","Evangelical",54
"2380","Hillary Clinton","Evangelical",61
"2381","Donald Trump","Evangelical",67
"2382","Donald Trump","Evangelical",73
"2383","Donald Trump","Evangelical",63
"2384",NA,"Evangelical",38
"2385","Donald Trump","Evangelical",59
"2386","Donald Trump","Evangelical",47
"2387","Donald Trump","Evangelical",75
"2388","Donald Trump","Evangelical",64
"2389","Donald Trump","Evangelical",35
"2390","Donald Trump","Evangelical",63
"2391","Other","Evangelical",28
"2392",NA,"Evangelical",42
"2393",NA,"Evangelical",44
"2394","Donald Trump","Evangelical",42
"2395","Donald Trump","Evangelical",34
"2396","Donald Trump","Evangelical",39
"2397",NA,"Evangelical",26
"2398","Donald Trump","Evangelical",53
"2399","Donald Trump","Evangelical",58
"2400","Donald Trump","Evangelical",45
"2401","Hillary Clinton","Evangelical",60
"2402","Not Sure","Evangelical",34
"2403",NA,"Evangelical",20
"2404","Donald Trump","Evangelical",43
"2405","Donald Trump","Evangelical",69
"2406","Donald Trump","Evangelical",47
"2407","Hillary Clinton","Evangelical",46
"2408","Gary Johnson","Evangelical",45
"2409","Hillary Clinton","Evangelical",72
"2410","Hillary Clinton","Evangelical",68
"2411","Donald Trump","Evangelical",76
"2412","Donald Trump","Evangelical",69
"2413","Hillary Clinton","Evangelical",58
"2414","Donald Trump","Evangelical",69
"2415",NA,"Evangelical",48
"2416","Other","Evangelical",62
"2417",NA,"Evangelical",59
"2418","Donald Trump","Evangelical",53
"2419","Donald Trump","Evangelical",51
"2420","Hillary Clinton","Evangelical",54
"2421","Donald Trump","Evangelical",49
"2422","Donald Trump","Evangelical",57
"2423","Donald Trump","Evangelical",59
"2424","Donald Trump","Evangelical",56
"2425","Donald Trump","Evangelical",40
"2426","Donald Trump","Evangelical",53
"2427","Donald Trump","Evangelical",76
"2428","Donald Trump","Evangelical",72
"2429","Donald Trump","Evangelical",77
"2430","Donald Trump","Evangelical",62
"2431","Donald Trump","Evangelical",58
"2432","Donald Trump","Evangelical",55
"2433","Donald Trump","Evangelical",73
"2434","Donald Trump","Evangelical",51
"2435","Hillary Clinton","Evangelical",56
"2436","Donald Trump","Evangelical",72
"2437","Donald Trump","Evangelical",56
"2438","Donald Trump","Evangelical",58
"2439",NA,"Evangelical",71
"2440","Donald Trump","Evangelical",59
"2441","Donald Trump","Evangelical",63
"2442","Hillary Clinton","Evangelical",64
"2443",NA,"Evangelical",35
"2444","Donald Trump","Evangelical",62
"2445","Donald Trump","Evangelical",62
"2446",NA,"Evangelical",25
"2447","Hillary Clinton","Evangelical",64
"2448","Donald Trump","Evangelical",44
"2449","Evan McMullin","Evangelical",32
"2450","Donald Trump","Evangelical",77
"2451","Donald Trump","Evangelical",65
"2452","Hillary Clinton","Evangelical",56
"2453","Donald Trump","Evangelical",51
"2454","Donald Trump","Evangelical",53
"2455","Donald Trump","Evangelical",52
"2456","Evan McMullin","Evangelical",74
"2457","Donald Trump","Evangelical",74
"2458","Donald Trump","Evangelical",79
"2459","Hillary Clinton","Evangelical",50
"2460","Donald Trump","Evangelical",45
"2461",NA,"Evangelical",68
"2462",NA,"Evangelical",38
"2463","Donald Trump","Evangelical",73
"2464","Donald Trump","Evangelical",66
"2465","Donald Trump","Evangelical",70
"2466","Donald Trump","Evangelical",67
"2467","Donald Trump","Evangelical",62
"2468","Donald Trump","Evangelical",58
"2469","Donald Trump","Evangelical",62
"2470","Donald Trump","Evangelical",63
"2471","Donald Trump","Evangelical",62
"2472","Hillary Clinton","Evangelical",69
"2473",NA,"Evangelical",35
"2474","Hillary Clinton","Evangelical",41
"2475","Donald Trump","Evangelical",42
"2476","Donald Trump","Evangelical",41
"2477","Donald Trump","Evangelical",71
"2478","Donald Trump","Evangelical",84
"2479","Donald Trump","Evangelical",57
"2480","Hillary Clinton","Evangelical",46
"2481","Donald Trump","Evangelical",64
"2482","Donald Trump","Evangelical",52
"2483","Donald Trump","Evangelical",56
"2484","Donald Trump","Evangelical",51
"2485","Donald Trump","Evangelical",64
"2486","Donald Trump","Evangelical",69
"2487","Donald Trump","Evangelical",73
"2488","Donald Trump","Evangelical",54
"2489",NA,"Evangelical",58
"2490","Donald Trump","Evangelical",67
"2491","Donald Trump","Evangelical",56
"2492","Hillary Clinton","Evangelical",63
